No,Project Name,Municipality,Sector,Currency,Amount,YearStart,YearEnd_original,Funding/Donor,Implementing Partner,Status_original,SDGs_Alignment,NSDP_Alignment,YearEnd,Donor,Implementing Agency,Status,Budget,level_areas,Category,budget_clean
153,Road Construction of the Letefoho - Hatubuliko,Timor-Leste,Construction,USD,"8,500,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,8500000.0,National,Government of Timor-Leste,8500000.0
154,Extension Runway 08/26 in the East/West area IPNL Dili Airport,Dili,Construction,USD,"854,815.00",2025,2026,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,2026.0,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,854815.0,Municipality,Government of Timor-Leste,854815.0
155,Electric Power Distribution Modernization Project,Dili,Energy,USD,"147,118.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,147118.0,Municipality,Government of Timor-Leste,147118.0
156,Dili West Water Supply system project,Dili,Water and Sanitation,USD,"122,347.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,122347.0,Municipality,Government of Timor-Leste,122347.0
157,Road Construction Baucau - Venilale,Baucau,Construction,USD,"4,300,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4300000.0,Municipality,Government of Timor-Leste,4300000.0
158,Road Network Upgrading Project for Laclubar - natarbora,Manatuto,Construction,USD,"1,074,642.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1074642.0,Municipality,Government of Timor-Leste,1074642.0
159,Construction and Supervision of Tasi Tolu Four-Way Roads,Dili,Construction,USD,"500,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,500000.0,Municipality,Government of Timor-Leste,500000.0
160,Construction and Supervision of the Road Maubara - Karimbala e Atabae,Timor-Leste,Construction,USD,"1,000,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1000000.0,National,Government of Timor-Leste,1000000.0
161,Construction of the Road Venilale - Viqueque,Timor-Leste,Construction,USD,"4,500,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4500000.0,National,Government of Timor-Leste,4500000.0
162,Constrution Supervision of Fishing Port Metinaro,Dili,Fisheries,USD,"50,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,50000.0,Municipality,Government of Timor-Leste,50000.0
163,"Fisheries, Aquaculture and Aquatic Resources Management",Dili,Fisheries,USD,"150,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,150000.0,Municipality,Government of Timor-Leste,150000.0
164,Resettlement - Site Clearance for Agriculture Program,Timor-Leste,Agriculture,USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,National,Government of Timor-Leste,100000.0
165,Construction and Supervision of Laivai Irrigation Project,Lautem,Agriculture,USD,"409,660.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,4. Institutional Framework,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,409660.0,Municipality,Government of Timor-Leste,409660.0
166,Construction and Supervision of Galata Irrigation Project,Baucau,Agriculture,USD,"457,528.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,457528.0,Municipality,Government of Timor-Leste,457528.0
167,Construction and Supervision of Watuwa Irrigation Project,Baucau,Agriculture,USD,"400,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,400000.0,Municipality,Government of Timor-Leste,400000.0
168,Construction and Supervision  of Irrigation Project Malaian II,Bobonaro,Agriculture,USD,"133,080.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,133080.0,Municipality,Government of Timor-Leste,133080.0
169,Construction and Supervision of Irabare Irrigation Project,Viqueque,Agriculture,USD,"133,080.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,133080.0,Municipality,Government of Timor-Leste,133080.0
170,Constrution and Supervision of Fatuk Metan Irrigation Project,Baucau,Agriculture,USD,"50,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,2. Energy Access & Affordability,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,50000.0,Municipality,Government of Timor-Leste,50000.0
171,"Constrution of Fatuk Metan Irrigation Project, Bemase",Baucau,Agriculture,USD,"50,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,50000.0,Municipality,Government of Timor-Leste,50000.0
172,Constrution and Supervision of  Laclo Irrigation Project,Manatuto,Agriculture,USD,"50,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,50000.0,Municipality,Government of Timor-Leste,50000.0
173,Construction and Rehabilitation of Caraulun Irrigation Project,Baucau,Agriculture,USD,"50,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,50000.0,Municipality,Government of Timor-Leste,50000.0
174,Constrution and Supervision of Rehabilitation Caraulun Irrigation Project,Manufahi,Agriculture,USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
175,Constrution and Supervision of Sahen Irrigation Project,Manatuto,Agriculture,USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
176,Constrution and Supervision of Lomea Irrigation Project,covalima,Agriculture,USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
177,Construction of Watuwa Irrigation Project,Baucau,Agriculture,USD,"3,000,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,3000000.0,Municipality,Government of Timor-Leste,3000000.0
178,Rehabilitation of Existing Highway,Covalima,Construction,USD,"4,000,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4000000.0,Municipality,Government of Timor-Leste,4000000.0
179,Construction of the Geosciences Laboratory for Development,Timor-Leste,Infrastructure,USD,"500,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,500000.0,National,Government of Timor-Leste,500000.0
180,Implementation of the Tasi Mane Project,Covalima,Energy,USD,"40,500,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,40500000.0,Municipality,Government of Timor-Leste,40500000.0
193,Study and installation of Fiber Optic,Dili,Infrastructure,USD,"2,376,704.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,"6. Climate, Biodiversity & Pollution",2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,2376704.0,Municipality,Government of Timor-Leste,2376704.0
194,Maliana Urban Master Planning Project,Bobonaro,Infrastructure,USD,"343,283.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,2. Energy Access & Affordability,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,343283.0,Municipality,Government of Timor-Leste,343283.0
195,Ermera Urban Master Planning Project,Ermera,Infrastructure,USD,"343,283.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,343283.0,Municipality,Government of Timor-Leste,343283.0
196,Upgrading Municipality Market of Ermera,Ermera,Infrastructure,USD,"1,947,956.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1947956.0,Municipality,Government of Timor-Leste,1947956.0
197,Upgrading Municipality Market of Baucau,Baucau,Infrastructure,USD,"1,621,113.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1621113.0,Municipality,Government of Timor-Leste,1621113.0
198,Construction of Tourism Information Center in Baucau,Baucau,"Tourism, Recreation, and Sport",USD,"240,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,240000.0,Municipality,Government of Timor-Leste,240000.0
199,New Construction of Viqueque Municipal Sport Center,Viqueque,"Tourism, Recreation, and Sport",USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
200,New Construction of Lautem Municipal Stadium,Lautem,"Tourism, Recreation, and Sport",USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
201,New Construction of Covalima Municipal Stadium,Covalima,"Tourism, Recreation, and Sport",USD,"100,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,100000.0,Municipality,Government of Timor-Leste,100000.0
202,Re-development of Natarbora secondary Technical- Vocational,Manatuto,Education,USD,"150,000.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,150000.0,Municipality,Government of Timor-Leste,150000.0
203,Rehabilitation and construction of Balibar School,Dili,Education,USD,"17,880.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,17880.0,Municipality,Government of Timor-Leste,17880.0
204,Construction of the New Education Building in Suai,Covalima,Education,USD,"20,505.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,1. Transformation Food Systems,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,20505.0,Municipality,Government of Timor-Leste,20505.0
205,Construction of the New Education Building in Liquica,Liquica,Education,USD,"275,256.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,1. Social Capital,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,275256.0,Municipality,Government of Timor-Leste,275256.0
206,Construction of a dignified and public facility in the municipality of Manatuto,Manatuto,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,3. Economic Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
207,Construction of a dignified and public facility in the municipality of Manafahi,Manufahi,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,3. Digital Connectivity,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
208,Construction of a dignified and public facility in the municipality of Bobonaro,Bobonaro,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
209,Construction of a dignified and public facility in the municipality of Ermera,Ermera,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
210,Construction of a dignified and public facility in the municipality of Covalima,Covalima,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
211,Construction of a dignified and public facility in the municipality of Bobonaro,Bobonaro,Construction,USD,"115,029.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,115029.0,Municipality,Government of Timor-Leste,115029.0
212,Construction of a dignified and public facility in the municipality of Viqueque,Viqueque,Construction,USD,"4,380.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4380.0,Municipality,Government of Timor-Leste,4380.0
213,Manelobas Village Multi Water Supply System Construction Project,Timor-Leste,Water and Sanitation,USD,"17,650.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,5. Job & Social Protection,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,17650.0,National,Government of Timor-Leste,17650.0
214,Water System Emergency Repair  Bee Mos Section 3,Timor-Leste,Water and Sanitation,USD,"36,492.00",2025,Not identified,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,4. Transforming Education,2. Infrastructure Development,,Gov TL - Infrastructure Fund,GovTL,Ongoing - Active,36492.0,National,Government of Timor-Leste,36492.0
